book,chapter,verse,letter,added
JEREMIAH,12,14,l,NO
JEREMIAH,13,7,u,NO
JEREMIAH,13,13,d,NO
JEREMIAH,13,16,h,NO
JEREMIAH,13,27,w,NO
JEREMIAH,13,27,x,NO
JEREMIAH,14,2,b,NO
JEREMIAH,14,7,j,NO
JEREMIAH,14,9,n,NO
JEREMIAH,14,9,o,NO
JEREMIAH,14,14,x,NO
JEREMIAH,14,14,y,NO
JEREMIAH,14,15,z,NO
JEREMIAH,14,17,d,NO
JEREMIAH,14,19,i,NO
JEREMIAH,14,22,o,NO
JEREMIAH,15,1,s,NO
JEREMIAH,15,3,w,NO
JEREMIAH,15,6,c,NO
JEREMIAH,15,9,j,NO
JEREMIAH,15,15,t,NO
JEREMIAH,15,15,u,NO
JEREMIAH,15,15,v,NO
JEREMIAH,15,16,y,NO
JEREMIAH,15,20,h,NO
JEREMIAH,16,4,l,NO
JEREMIAH,16,4,m,NO
JEREMIAH,16,4,n,NO
JEREMIAH,16,6,q,NO
JEREMIAH,16,13,a,NO
JEREMIAH,16,15,e,NO
JEREMIAH,16,19,o,NO
JEREMIAH,17,1,t,NO
JEREMIAH,17,2,w,NO
JEREMIAH,17,6,e,NO
JEREMIAH,17,10,k,NO
JEREMIAH,17,11,n,NO
JEREMIAH,17,11,o,NO
JEREMIAH,17,13,r,NO
JEREMIAH,17,13,s,NO
JEREMIAH,17,13,t,NO
JEREMIAH,17,23,h,NO
JEREMIAH,17,26,l,NO
JEREMIAH,17,26,m,NO
JEREMIAH,17,27,n,NO
JEREMIAH,17,27,o,NO
JEREMIAH,17,27,p,NO
JEREMIAH,18,15,h,NO
JEREMIAH,18,15,i,NO
JEREMIAH,18,16,l,NO
JEREMIAH,18,17,o,NO
JEREMIAH,18,18,r,NO
JEREMIAH,18,20,v,NO
JEREMIAH,18,22,z,NO
JEREMIAH,19,1,e,NO
JEREMIAH,19,3,i,NO
JEREMIAH,19,7,r,NO
JEREMIAH,19,11,z,NO
JEREMIAH,19,13,a,NO
JEREMIAH,19,13,e,NO
JEREMIAH,20,1,l,NO
JEREMIAH,20,2,n,NO
JEREMIAH,20,7,v,NO
JEREMIAH,20,8,y,NO
JEREMIAH,20,10,d,NO
JEREMIAH,20,10,e,NO
JEREMIAH,20,10,f,NO
JEREMIAH,20,10,g,NO
JEREMIAH,20,11,k,NO
JEREMIAH,21,1,w,NO
JEREMIAH,21,2,z,NO
JEREMIAH,21,9,k,NO
JEREMIAH,21,10,n,NO
JEREMIAH,21,12,q,NO
JEREMIAH,21,14,v,NO
JEREMIAH,22,3,z,NO
JEREMIAH,22,13,p,NO
JEREMIAH,22,16,u,NO
JEREMIAH,22,18,y,NO
JEREMIAH,22,22,f,NO
JEREMIAH,22,28,q,NO
JEREMIAH,23,3,y,NO
JEREMIAH,23,5,c,NO
JEREMIAH,23,6,f,NO
JEREMIAH,23,10,l,NO
JEREMIAH,23,10,m,NO
JEREMIAH,23,10,n,NO
JEREMIAH,23,12,s,NO
JEREMIAH,23,13,w,NO
JEREMIAH,23,14,z,NO
JEREMIAH,23,17,g,NO
JEREMIAH,23,22,p,NO
JEREMIAH,23,28,y,NO
JEREMIAH,24,1,m,NO
JEREMIAH,24,6,s,NO
JEREMIAH,24,7,v,NO
JEREMIAH,24,8,y,NO
JEREMIAH,24,9,c,NO
JEREMIAH,25,3,h,NO
JEREMIAH,25,5,k,NO
JEREMIAH,25,9,p,NO
JEREMIAH,25,10,s,NO
JEREMIAH,25,11,u,NO
JEREMIAH,25,20,i,NO
JEREMIAH,25,21,l,NO
JEREMIAH,25,23,q,NO
JEREMIAH,25,33,j,NO
JEREMIAH,25,34,m,NO
JEREMIAH,25,38,q,NO
JEREMIAH,26,2,x,NO
JEREMIAH,26,3,a,NO
JEREMIAH,26,13,z,NO
JEREMIAH,26,22,z,NO
JEREMIAH,27,5,h,NO
JEREMIAH,27,6,k,NO
JEREMIAH,27,7,n,NO
JEREMIAH,27,7,o,NO
JEREMIAH,27,7,p,NO
JEREMIAH,27,9,u,NO
JEREMIAH,27,12,y,NO
JEREMIAH,27,13,b,NO
JEREMIAH,27,16,v,NO
JEREMIAH,27,17,e,NO
JEREMIAH,27,22,m,NO
JEREMIAH,28,1,p,NO
JEREMIAH,28,11,a,NO
JEREMIAH,28,14,e,NO
JEREMIAH,29,10,v,NO
JEREMIAH,29,14,d,NO
JEREMIAH,29,18,d,NO
JEREMIAH,29,18,i,NO
JEREMIAH,29,22,o,NO
JEREMIAH,29,26,w,NO
JEREMIAH,29,32,d,NO
JEREMIAH,30,3,h,NO
JEREMIAH,30,3,i,NO
JEREMIAH,30,8,q,NO
JEREMIAH,30,10,u,NO
JEREMIAH,30,14,c,NO
JEREMIAH,30,14,d,NO
JEREMIAH,30,16,g,NO
JEREMIAH,30,16,h,NO
JEREMIAH,30,17,k,NO
JEREMIAH,30,17,l,NO
JEREMIAH,30,21,t,NO
JEREMIAH,31,3,e,NO
JEREMIAH,31,4,h,NO
JEREMIAH,31,7,n,NO
JEREMIAH,31,8,q,NO
JEREMIAH,31,8,r,NO
JEREMIAH,31,9,u,NO
JEREMIAH,31,9,v,NO
JEREMIAH,31,9,w,NO
JEREMIAH,31,9,x,NO
JEREMIAH,31,12,d,NO
JEREMIAH,31,12,e,NO
JEREMIAH,31,12,f,NO
JEREMIAH,31,15,l,NO
JEREMIAH,31,15,m,NO
JEREMIAH,31,19,t,NO
JEREMIAH,31,20,v,NO
JEREMIAH,31,23,c,NO
JEREMIAH,31,27,i,NO
JEREMIAH,31,28,l,NO
JEREMIAH,31,33,u,NO
JEREMIAH,31,34,x,NO
JEREMIAH,31,34,y,NO
JEREMIAH,31,35,b,NO
JEREMIAH,31,38,g,NO
JEREMIAH,31,40,k,NO
JEREMIAH,31,40,m,NO
JEREMIAH,32,7,x,NO
JEREMIAH,32,10,b,NO
JEREMIAH,32,10,y,NO
JEREMIAH,32,17,i,NO
JEREMIAH,32,18,m,NO
JEREMIAH,32,19,p,NO
JEREMIAH,32,19,q,NO
JEREMIAH,32,24,z,NO
JEREMIAH,32,25,z,NO
JEREMIAH,32,29,h,NO
JEREMIAH,32,30,j,NO
JEREMIAH,32,35,s,NO
JEREMIAH,32,35,t,NO
JEREMIAH,32,37,x,NO
JEREMIAH,32,43,j,NO
JEREMIAH,32,44,m,NO
JEREMIAH,33,5,v,NO
JEREMIAH,33,7,z,NO
JEREMIAH,33,11,x,NO
JEREMIAH,33,12,k,NO
JEREMIAH,33,13,n,NO
JEREMIAH,34,5,k,NO
JEREMIAH,34,7,n,NO
JEREMIAH,34,7,o,NO
JEREMIAH,34,14,v,NO
JEREMIAH,34,15,x,NO
JEREMIAH,34,17,c,NO
JEREMIAH,34,22,l,NO
JEREMIAH,34,22,m,NO
JEREMIAH,35,4,r,NO
JEREMIAH,35,4,s,NO
JEREMIAH,35,11,x,NO
JEREMIAH,35,15,b,NO
JEREMIAH,35,15,c,NO
JEREMIAH,36,2,i,NO
JEREMIAH,36,2,j,NO
JEREMIAH,36,2,k,NO
JEREMIAH,36,9,t,NO
JEREMIAH,36,12,y,NO
JEREMIAH,36,12,z,NO
JEREMIAH,36,26,m,NO
JEREMIAH,36,30,q,NO
JEREMIAH,37,1,w,NO
JEREMIAH,37,3,a,NO
JEREMIAH,37,3,b,NO
JEREMIAH,37,3,c,NO
JEREMIAH,37,5,h,NO
JEREMIAH,37,7,k,NO
JEREMIAH,37,12,q,NO
JEREMIAH,37,13,t,NO
JEREMIAH,38,4,k,NO
JEREMIAH,38,6,o,NO
JEREMIAH,38,6,p,NO
JEREMIAH,38,6,q,NO
JEREMIAH,38,7,t,NO
JEREMIAH,38,7,u,NO
JEREMIAH,38,16,a,NO
JEREMIAH,38,16,b,NO
JEREMIAH,38,17,e,NO
JEREMIAH,39,3,q,NO
JEREMIAH,39,5,u,NO
JEREMIAH,39,9,b,NO
JEREMIAH,39,14,h,NO
JEREMIAH,39,14,i,NO
JEREMIAH,39,16,n,NO
JEREMIAH,40,1,t,NO
JEREMIAH,40,4,x,NO
JEREMIAH,40,6,b,NO
JEREMIAH,40,6,c,NO
JEREMIAH,40,7,f,NO
JEREMIAH,40,8,h,NO
JEREMIAH,40,8,i,NO
JEREMIAH,40,11,o,NO
JEREMIAH,41,1,x,NO
JEREMIAH,41,5,c,NO
JEREMIAH,41,5,e,NO
JEREMIAH,41,5,f,NO
JEREMIAH,41,10,l,NO
JEREMIAH,41,16,u,NO
JEREMIAH,42,1,a,NO
JEREMIAH,42,1,b,NO
JEREMIAH,42,2,e,NO
JEREMIAH,42,2,f,NO
JEREMIAH,42,5,k,NO
JEREMIAH,42,5,l,NO
JEREMIAH,42,8,b,NO
JEREMIAH,42,14,x,NO
JEREMIAH,43,2,n,NO
JEREMIAH,43,2,o,NO
JEREMIAH,43,3,r,NO
JEREMIAH,43,6,w,NO
JEREMIAH,43,6,x,NO
JEREMIAH,43,12,f,NO
JEREMIAH,43,12,g,NO
JEREMIAH,44,1,k,NO
JEREMIAH,44,3,o,NO
JEREMIAH,44,8,v,NO
JEREMIAH,44,9,y,NO
JEREMIAH,44,12,d,NO
JEREMIAH,44,12,e,NO
JEREMIAH,44,12,v,NO
JEREMIAH,44,14,i,NO
JEREMIAH,44,17,o,NO
JEREMIAH,44,17,p,NO
JEREMIAH,44,22,a,NO
JEREMIAH,44,22,y,NO
JEREMIAH,44,22,z,NO
JEREMIAH,44,26,h,NO
JEREMIAH,44,26,i,NO
JEREMIAH,44,28,n,NO
JEREMIAH,44,30,r,NO
JEREMIAH,45,1,u,NO
JEREMIAH,45,3,x,NO
JEREMIAH,45,5,b,NO
JEREMIAH,46,5,j,NO
JEREMIAH,46,9,p,NO
JEREMIAH,46,10,s,NO
JEREMIAH,46,10,t,NO
JEREMIAH,46,10,u,NO
JEREMIAH,46,10,v,NO
JEREMIAH,46,10,w,NO
JEREMIAH,46,14,d,NO
JEREMIAH,46,18,k,NO
JEREMIAH,46,18,l,NO
JEREMIAH,46,19,o,NO
JEREMIAH,46,19,p,NO
JEREMIAH,46,25,z,NO
JEREMIAH,46,26,c,NO
JEREMIAH,47,2,j,NO
JEREMIAH,47,4,p,NO
JEREMIAH,47,5,s,NO
JEREMIAH,47,7,w,NO
JEREMIAH,48,1,a,NO
JEREMIAH,48,1,z,NO
JEREMIAH,48,7,i,NO
JEREMIAH,48,7,j,NO
JEREMIAH,48,13,r,NO
JEREMIAH,48,15,u,NO
JEREMIAH,48,20,s,NO
JEREMIAH,48,26,n,NO
JEREMIAH,48,27,q,NO
JEREMIAH,48,32,a,NO
JEREMIAH,48,32,z,NO
JEREMIAH,48,37,j,NO
JEREMIAH,48,41,r,NO
JEREMIAH,49,1,c,NO
JEREMIAH,49,2,f,NO
JEREMIAH,49,3,h,NO
JEREMIAH,49,3,j,NO
JEREMIAH,49,7,q,NO
JEREMIAH,49,8,t,NO
JEREMIAH,49,10,x,NO
JEREMIAH,49,13,d,NO
JEREMIAH,49,18,l,NO
JEREMIAH,49,19,o,NO
JEREMIAH,49,19,p,NO
JEREMIAH,49,19,q,NO
JEREMIAH,49,19,r,NO
JEREMIAH,49,20,u,NO
JEREMIAH,49,22,y,NO
JEREMIAH,49,23,b,NO
JEREMIAH,49,23,c,NO
JEREMIAH,49,24,y,NO
JEREMIAH,49,27,h,NO
JEREMIAH,49,28,k,NO
JEREMIAH,49,31,p,NO
JEREMIAH,49,32,s,NO
JEREMIAH,49,37,z,NO
JEREMIAH,50,3,i,NO
JEREMIAH,50,4,l,NO
JEREMIAH,50,5,o,NO
JEREMIAH,50,7,t,NO
JEREMIAH,50,7,u,NO
JEREMIAH,50,14,e,NO
JEREMIAH,50,15,h,NO
JEREMIAH,50,15,i,NO
JEREMIAH,50,17,n,NO
JEREMIAH,50,17,o,NO
JEREMIAH,50,17,p,NO
JEREMIAH,50,23,b,NO
JEREMIAH,50,28,k,NO
JEREMIAH,50,29,n,NO
JEREMIAH,50,34,v,NO
JEREMIAH,50,37,b,NO
JEREMIAH,51,6,w,NO
JEREMIAH,51,7,z,NO
JEREMIAH,51,9,f,NO
JEREMIAH,51,11,k,NO
JEREMIAH,51,11,m,NO
JEREMIAH,51,14,s,NO
JEREMIAH,51,27,d,NO
JEREMIAH,51,27,e,NO
JEREMIAH,51,27,f,NO
JEREMIAH,51,27,g,NO
JEREMIAH,51,27,h,NO
JEREMIAH,51,27,i,NO
JEREMIAH,51,27,j,NO
JEREMIAH,51,28,k,NO
JEREMIAH,51,28,l,NO
JEREMIAH,51,28,m,NO
JEREMIAH,51,30,r,NO
JEREMIAH,51,34,y,NO
JEREMIAH,51,36,b,NO
JEREMIAH,51,37,e,NO
JEREMIAH,51,41,l,NO
JEREMIAH,51,44,r,NO
JEREMIAH,51,44,s,NO
JEREMIAH,51,44,t,NO
JEREMIAH,51,57,o,NO
JEREMIAH,51,58,r,NO
JEREMIAH,51,58,s,NO
JEREMIAH,52,12,j,NO
JEREMIAH,52,12,k,NO
JEREMIAH,52,17,o,NO
JEREMIAH,52,19,s,NO
JOB,1,1,c,NO
JOB,1,1,d,NO
JOB,1,1,e,NO
JOB,1,5,j,NO
JOB,1,8,p,NO
JOB,1,11,u,NO
JOB,1,11,v,NO
JOB,1,20,e,NO
JOB,1,20,f,NO
JOB,1,21,i,NO
JOB,1,21,j,NO
JOB,2,10,y,NO
JOB,2,10,z,NO
JOB,2,11,c,NO
JOB,2,11,d,NO
JOB,4,19,r,NO
JOB,5,9,c,NO
JOB,6,15,i,NO
JOB,7,2,v,NO
JOB,7,5,b,NO
JOB,7,11,n,NO
JOB,7,21,b,NO
JOB,8,13,q,NO
JOB,9,9,i,NO
JOB,9,9,j,NO
JOB,9,24,d,NO
JOB,9,34,t,NO
JOB,10,3,b,NO
JOB,10,15,q,NO
JOB,10,20,z,NO
JOB,10,21,c,NO
JOB,11,10,n,NO
JOB,13,15,r,NO
JOB,14,1,m,NO
JOB,14,2,p,NO
JOB,14,13,f,NO
JOB,15,2,t,NO
JOB,15,2,u,NO
JOB,15,7,z,NO
JOB,15,14,g,NO
JOB,15,16,l,NO
JOB,16,9,n,NO
JOB,16,10,q,NO
JOB,16,13,u,NO
JOB,16,15,z,NO
JOB,17,16,z,NO
JOB,19,25,x,NO
JOB,20,17,t,NO
JOB,20,20,y,NO
JOB,20,25,f,NO
JOB,20,25,g,NO
JOB,21,13,y,NO
JOB,21,19,i,NO
JOB,22,9,k,NO
JOB,22,11,o,NO
JOB,22,23,g,NO
JOB,23,10,a,NO
JOB,23,10,b,NO
JOB,24,1,n,NO
JOB,24,24,m,NO
JOB,25,6,w,NO
JOB,27,18,n,NO
JOB,27,20,s,NO
JOB,28,16,m,NO
JOB,28,16,n,NO
JOB,29,6,f,NO
JOB,29,13,n,NO
JOB,29,18,w,NO
JOB,29,19,z,NO
JOB,30,3,o,NO
JOB,30,17,g,NO
JOB,31,24,a,NO
JOB,31,36,r,NO
JOB,32,8,c,NO
JOB,33,14,a,NO
JOB,33,15,d,NO
JOB,33,23,p,NO
JOB,33,23,q,NO
JOB,33,26,v,NO
JOB,33,28,z,NO
JOB,34,14,v,NO
JOB,34,19,b,NO
JOB,34,20,e,NO
JOB,35,9,e,NO
JOB,36,3,q,NO
JOB,36,7,x,NO
JOB,36,16,n,NO
JOB,37,9,v,NO
JOB,37,12,a,NO
JOB,37,13,d,NO
JOB,37,23,m,NO
JOB,37,23,n,NO
JOB,38,7,x,NO
JOB,42,8,p,NO
JOB,42,11,v,NO
JOEL,1,2,c,NO
JOEL,1,4,g,NO
JOEL,1,4,h,NO
JOEL,1,13,x,NO
JOEL,1,13,y,NO
JOEL,2,1,l,NO
JOEL,2,2,o,NO
JOEL,2,3,r,NO
JOEL,2,9,z,NO
JOEL,2,11,e,NO
JOEL,2,11,f,NO
JOEL,2,11,g,NO
JOEL,2,11,h,NO
JOEL,2,13,m,NO
JOEL,2,13,n,NO
JOEL,2,14,q,NO
JOEL,2,16,v,NO
JOEL,2,17,a,NO
JOEL,2,17,y,NO
JOEL,2,17,z,NO
JOEL,2,20,g,NO
JOEL,2,22,k,NO
JOEL,2,27,r,NO
JOEL,2,27,u,NO
JOEL,2,28,y,NO
JOEL,2,28,z,NO
JOEL,2,31,e,NO
JOEL,2,32,h,NO
JOEL,3,4,o,NO
JOEL,3,13,a,NO
JOEL,3,16,f,NO
JOEL,3,17,i,NO
JOEL,3,17,j,NO
JOEL,3,18,m,NO
JOEL,3,18,n,NO
JOEL,3,19,q,NO
JOHN,1,1,c,NO
JOHN,1,11,r,NO
JOHN,1,12,u,NO
JOHN,1,13,y,NO
JOHN,1,14,b,NO
JOHN,1,14,c,NO
JOHN,1,14,d,NO
JOHN,1,14,e,NO
JOHN,1,18,n,NO
JOHN,1,29,z,NO
JOHN,1,32,e,NO
JOHN,1,33,h,NO
JOHN,1,42,p,NO
JOHN,1,45,v,NO
JOHN,1,49,d,NO
JOHN,1,51,g,NO
JOHN,2,4,m,NO
JOHN,3,2,l,NO
JOHN,3,2,m,NO
JOHN,3,3,p,NO
JOHN,3,13,c,NO
JOHN,3,16,j,NO
JOHN,3,16,k,NO
JOHN,3,19,r,NO
JOHN,3,26,c,NO
JOHN,3,27,f,NO
JOHN,3,29,k,NO
JOHN,3,31,o,NO
JOHN,3,31,p,NO
JOHN,4,14,m,NO
JOHN,4,20,t,NO
JOHN,4,20,u,NO
JOHN,4,21,x,NO
JOHN,4,22,a,NO
JOHN,4,23,d,NO
JOHN,4,23,e,NO
JOHN,4,34,o,NO
JOHN,4,36,s,NO
JOHN,4,39,y,NO
JOHN,5,18,b,NO
JOHN,5,18,c,NO
JOHN,5,18,d,NO
JOHN,5,20,i,NO
JOHN,5,21,l,NO
JOHN,5,21,m,NO
JOHN,5,24,u,NO
JOHN,5,25,x,NO
JOHN,5,30,f,NO
JOHN,5,30,g,NO
JOHN,5,36,p,NO
JOHN,5,36,q,NO
JOHN,5,36,r,NO
JOHN,5,43,d,NO
JOHN,6,1,l,NO
JOHN,6,14,y,NO
JOHN,6,15,b,NO
JOHN,6,27,m,NO
JOHN,6,27,o,NO
JOHN,6,37,b,NO
JOHN,6,38,e,NO
JOHN,6,39,h,NO
JOHN,6,40,l,NO
JOHN,6,42,p,NO
JOHN,6,45,u,NO
JOHN,6,46,x,NO
JOHN,6,51,g,NO
JOHN,6,57,q,NO
JOHN,6,62,y,NO
JOHN,6,63,b,NO
JOHN,6,64,d,NO
JOHN,6,69,k,NO
JOHN,6,70,m,NO
JOHN,8,12,n,NO
JOHN,8,12,o,NO
JOHN,8,14,s,NO
JOHN,8,14,t,NO
JOHN,8,20,e,NO
JOHN,8,21,h,NO
JOHN,8,23,l,NO
JOHN,8,24,o,NO
JOHN,8,26,s,NO
JOHN,8,28,w,NO
JOHN,8,28,x,NO
JOHN,8,28,y,NO
JOHN,8,42,u,NO
JOHN,8,42,v,NO
JOHN,8,42,w,NO
JOHN,8,44,b,NO
JOHN,8,44,c,NO
JOHN,8,47,f,NO
JOHN,8,52,n,NO
JOHN,8,55,u,NO
JOHN,8,55,v,NO
JOHN,8,56,y,NO
JOHN,8,56,z,NO
JOHN,9,2,e,NO
JOHN,9,2,f,NO
JOHN,9,16,u,NO
JOHN,9,16,v,NO
JOHN,9,22,a,NO
JOHN,9,22,b,NO
JOHN,9,39,v,NO
JOHN,10,12,j,NO
JOHN,10,14,o,NO
JOHN,10,16,t,NO
JOHN,10,16,u,NO
JOHN,10,16,v,NO
JOHN,10,17,y,NO
JOHN,10,18,a,NO
JOHN,10,18,c,NO
JOHN,10,28,q,NO
JOHN,10,29,t,NO
JOHN,10,36,d,NO
JOHN,11,25,l,NO
JOHN,11,25,m,NO
JOHN,11,27,q,NO
JOHN,11,35,w,NO
JOHN,11,38,c,NO
JOHN,11,42,j,NO
JOHN,11,44,m,NO
JOHN,11,45,p,NO
JOHN,11,47,s,NO
JOHN,11,55,g,NO
JOHN,12,1,k,NO
JOHN,12,13,u,NO
JOHN,12,13,v,NO
JOHN,12,16,z,NO
JOHN,12,25,n,NO
JOHN,12,26,q,NO
JOHN,12,26,r,NO
JOHN,12,27,v,NO
JOHN,12,31,b,NO
JOHN,12,32,e,NO
JOHN,12,35,k,NO
JOHN,12,35,l,NO
JOHN,12,35,m,NO
JOHN,12,42,x,NO
JOHN,12,47,g,NO
JOHN,12,48,j,NO
JOHN,12,49,m,NO
JOHN,13,1,p,NO
JOHN,13,1,q,NO
JOHN,13,1,r,NO
JOHN,13,1,s,NO
JOHN,13,10,f,NO
JOHN,13,18,r,NO
JOHN,13,18,s,NO
JOHN,13,26,f,NO
JOHN,13,26,g,NO
JOHN,13,29,l,NO
JOHN,13,34,v,NO
JOHN,13,34,w,NO
JOHN,13,36,a,NO
JOHN,14,7,q,NO
JOHN,14,17,g,NO
JOHN,14,19,k,NO
JOHN,14,20,n,NO
JOHN,14,20,o,NO
JOHN,14,21,r,NO
JOHN,14,21,s,NO
JOHN,14,21,t,NO
JOHN,14,23,y,NO
JOHN,14,26,c,NO
JOHN,14,26,d,NO
JOHN,14,27,g,NO
JOHN,14,27,h,NO
JOHN,14,28,k,NO
JOHN,14,28,l,NO
JOHN,15,2,v,NO
JOHN,15,10,m,NO
JOHN,15,15,x,NO
JOHN,15,15,y,NO
JOHN,15,16,b,NO
JOHN,15,20,i,NO
JOHN,15,21,l,NO
JOHN,15,24,p,NO
JOHN,15,27,w,NO
JOHN,16,2,z,NO
JOHN,16,4,d,NO
JOHN,16,7,j,NO
JOHN,16,7,k,NO
JOHN,16,7,l,NO
JOHN,16,13,v,NO
JOHN,16,13,w,NO
JOHN,16,17,e,NO
JOHN,16,20,j,NO
JOHN,16,22,n,NO
JOHN,16,23,q,NO
JOHN,16,32,f,NO
JOHN,16,32,g,NO
JOHN,16,33,j,NO
JOHN,16,33,k,NO
JOHN,16,33,l,NO
JOHN,17,1,o,NO
JOHN,17,3,v,NO
JOHN,17,3,x,NO
JOHN,17,5,c,NO
JOHN,17,6,f,NO
JOHN,17,8,i,NO
JOHN,17,9,l,NO
JOHN,17,11,q,NO
JOHN,17,11,r,NO
JOHN,17,11,s,NO
JOHN,17,11,t,NO
JOHN,17,11,u,NO
JOHN,17,12,x,NO
JOHN,17,12,y,NO
JOHN,17,12,z,NO
JOHN,17,14,e,NO
JOHN,17,14,f,NO
JOHN,17,15,i,NO
JOHN,17,15,j,NO
JOHN,17,19,q,NO
JOHN,17,21,v,NO
JOHN,17,21,w,NO
JOHN,17,22,t,NO
JOHN,17,23,b,NO
JOHN,17,23,c,NO
JOHN,17,23,d,NO
JOHN,17,24,g,NO
JOHN,17,24,h,NO
JOHN,17,26,m,NO
JOHN,18,13,a,NO
JOHN,18,20,j,NO
JOHN,18,28,s,NO
JOHN,18,28,t,NO
JOHN,18,36,d,NO
JOHN,18,36,e,NO
JOHN,18,37,h,NO
JOHN,18,37,i,NO
JOHN,18,37,j,NO
JOHN,18,37,k,NO
JOHN,18,37,l,NO
JOHN,19,9,c,NO
JOHN,19,11,f,NO
JOHN,19,28,c,NO
JOHN,19,31,i,NO
JOHN,19,36,q,NO
JOHN,19,39,w,NO
JOHN,19,41,b,NO
JOHN,20,15,w,NO
JOHN,20,17,a,NO
JOHN,20,19,e,NO
JOHN,20,19,g,NO
JOHN,20,31,a,NO
JOHN,20,31,y,NO
JOHN,21,1,d,NO
JOHN,21,2,g,NO
JOHN,21,7,n,NO
JOHN,21,7,o,NO
JOHN,21,12,r,NO
JOHN,21,15,w,NO
JOHN,21,15,y,NO
JOHN,21,17,c,NO
JOHN,21,22,l,NO
JONAH,1,2,d,NO
JONAH,1,3,g,NO
JONAH,1,3,h,NO
JONAH,2,2,z,NO
JONAH,3,5,o,NO
JONAH,3,8,u,NO
JONAH,4,8,c,NO
JONAH,4,8,h,NO
JOSHUA,1,5,g,NO
JOSHUA,1,5,h,NO
JOSHUA,1,7,l,NO
JOSHUA,2,1,z,NO
JOSHUA,2,10,f,NO
JOSHUA,2,11,i,NO
JOSHUA,3,13,k,NO
JOSHUA,3,15,o,NO
JOSHUA,3,16,r,NO
JOSHUA,4,3,x,NO
JOSHUA,4,24,n,NO
JOSHUA,5,1,q,NO
JOSHUA,5,1,r,NO
JOSHUA,5,6,w,NO
JOSHUA,6,4,j,NO
JOSHUA,7,6,g,NO
JOSHUA,7,12,n,NO
JOSHUA,7,12,o,NO
JOSHUA,7,15,t,NO
JOSHUA,7,19,x,NO
JOSHUA,7,25,c,NO
JOSHUA,8,29,z,NO
JOSHUA,8,33,e,NO
JOSHUA,9,1,l,NO
JOSHUA,9,3,o,NO
JOSHUA,10,1,o,NO
JOSHUA,11,2,d,NO
JOSHUA,11,3,g,NO
JOSHUA,11,3,h,NO
JOSHUA,11,6,l,NO
JOSHUA,11,8,p,NO
JOSHUA,11,15,w,NO
JOSHUA,11,16,a,NO
JOSHUA,11,16,z,NO
JOSHUA,11,17,d,NO
JOSHUA,11,17,e,NO
JOSHUA,12,3,u,NO
JOSHUA,12,5,a,NO
JOSHUA,13,3,z,NO
JOSHUA,13,5,d,NO
JOSHUA,13,6,g,NO
JOSHUA,13,6,h,NO
JOSHUA,13,21,z,NO
JOSHUA,15,6,n,NO
JOSHUA,15,7,q,NO
JOSHUA,15,8,t,NO
JOSHUA,15,35,m,NO
JOSHUA,15,35,n,NO
JOSHUA,15,39,p,NO
JOSHUA,15,47,v,NO
JOSHUA,15,55,b,NO
JOSHUA,17,1,v,NO
JOSHUA,17,14,j,NO
JOSHUA,18,12,b,NO
JOSHUA,18,13,e,NO
JOSHUA,18,16,j,NO
JOSHUA,20,7,o,NO
JOSHUA,20,7,p,NO
JOSHUA,20,8,s,NO
JOSHUA,21,44,u,NO
JOSHUA,23,7,p,NO
JOSHUA,24,1,e,NO
JOSHUA,24,3,j,NO
JOSHUA,24,4,m,NO
JOSHUA,24,5,p,NO
JOSHUA,24,6,r,NO
JOSHUA,24,7,u,NO
JOSHUA,24,7,v,NO
JOSHUA,24,7,w,NO
JOSHUA,24,15,h,NO
JOSHUA,24,15,k,NO
JOSHUA,24,15,l,NO
JOSHUA,24,19,o,NO
JOSHUA,24,26,x,NO
JUDGES,1,16,n,NO
JUDGES,1,19,t,NO
JUDGES,2,12,v,NO
JUDGES,2,14,a,NO
JUDGES,2,14,b,NO
JUDGES,2,18,j,NO
JUDGES,3,9,a,NO
JUDGES,3,31,w,NO
JUDGES,4,2,a,NO
JUDGES,4,2,b,NO
JUDGES,4,6,h,NO
JUDGES,4,11,o,NO
JUDGES,5,6,d,NO
JUDGES,5,14,m,NO
JUDGES,5,17,r,NO
JUDGES,5,19,w,NO
JUDGES,5,31,i,NO
JUDGES,5,31,j,NO
JUDGES,7,1,c,NO
JUDGES,7,22,s,NO
JUDGES,7,24,v,NO
JUDGES,7,25,y,NO
JUDGES,8,27,c,NO
JUDGES,8,27,d,NO
JUDGES,8,33,m,NO
JUDGES,9,2,r,NO
JUDGES,9,15,e,NO
JUDGES,9,18,j,NO
JUDGES,10,6,n,NO
JUDGES,10,6,o,NO
JUDGES,10,11,u,NO
JUDGES,10,11,v,NO
JUDGES,11,11,l,NO
JUDGES,11,13,o,NO
JUDGES,11,17,u,NO
JUDGES,11,18,x,NO
JUDGES,13,5,b,NO
JUDGES,14,12,b,NO
JUDGES,16,5,d,NO
JUDGES,17,5,a,NO
JUDGES,18,2,n,NO
JUDGES,18,7,t,NO
JUDGES,18,9,x,NO
JUDGES,18,30,v,NO
JUDGES,19,1,z,NO
JUDGES,19,24,r,NO
JUDGES,20,1,a,NO
LAMENTATIONS,1,1,c,NO
LAMENTATIONS,1,2,g,NO
LAMENTATIONS,1,2,h,NO
LAMENTATIONS,1,3,k,NO
LAMENTATIONS,1,4,n,NO
LAMENTATIONS,1,5,q,NO
